Exam_Type,Class,language,Subject,Chapter_Name,chapter_number,Question,Question type,Marks,Year,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Electromagnetic Waves,8,<p>Q. विद्युत चुम्बकीय तरंगे किन्हें कहते हैं? इनकी विशेषतायें लिखिये (कोई छ:)</p>,Long Answer,5,2017,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Wave Optics,10,<p>Q. परिभाषित करो : (अ) कम्पन तल (ब) ध्रुवण तल</p>,Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Ray Optics and Optical Instruments,9,<p>Q. पार्थिव दूरदर्शी की आवर्धन क्षमता हेतु व्यंजक निकालिये जबकि अंतिम प्रतिबिम्ब स्पष्ट दृष्टि की न्यूनतम दूरी पर बने।</p>,Long Answer,5,2017,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Ray Optics and Optical Instruments,9,<p>Q. सरल सूक्ष्मदर्शी की आवर्धन क्षमता हेतु व्यंजक निकालिये जबकि प्रतिबिम्ब स्पष्ट दृष्टि की न्यूनतम दूरी पर बने।</p>,Long Answer,5,2017,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Ray Optics and Optical Instruments,9,<p>Q. प्रकाशिक तंतु क्या है? इसके मुख्य भाग कौन-कौन हैं। समझाइये।</p>,Long Answer,5,2017,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,"Semiconductor Electronics: Materials, Devices and Simple Circuits",14,<p>Q. OR गेट तथा AND गेट को निम्नांकित बिंदुओं के आधार पर समझाइये। (i) प्रतीक (ii) सत्यसारणी (iii) बूलियन पद</p>,Long Answer,5,2017,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,"Semiconductor Electronics: Materials, Devices and Simple Circuits",14,<p>Q. P-N संधि डायोड़ में धारा का प्रवाह अग्र अभिनति के रूप में समझाइये।</p>,Long Answer,5,2017,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Alternating Current,7,<p>Q. RC प्रत्यावर्ती धारा परिफ्थ को निम्नांकित बिंदुओं के आधार पर समझाइये। (i) परिणामी विभवान्तर (ii) परिपथ की प्रतिबाधा (iii) परिणामी वोल्टेज और धारा के बीच कलांतर</p>,Long Answer,5,2017,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Alternating Current,7,<p>Q. ट्रांसफार्मर में ऊर्जा ह्वास कितने प्रकार का होता है। समझाइये।</p>,Long Answer,5,2017,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Electrostatic Potential and Capacitance,2,<p>Q. किसी बिंदु आवेश के कारण किसी बिंदु पर विभव के लिये व्यंजक प्राप्त कीजिए।</p>,Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Electric Charges and Fields,1,<p>Q. गॉस प्रमेय लिखिये एवं सिध्द कीजिए।</p>,Long Answer,5,2017,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Electric Charges and Fields,1,<p>Q. बिन्दु आवेश Q के कारण r दूरी पर विद्युत क्षेत्र की तीव्रता E : (i) \( E \propto r \) (ii) \( E \propto \frac{1}{r} \) (iii) \( E \propto \frac{1}{r^2} \) (iv) \( E \propto \frac{1}{r^3} \)</p>,Multiple Choice Question,1,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Current Electricity,3,<p>Q. एक आदर्श अमीटर का प्रतिरोध होना चाहिए : (i) बहुत अधिक (ii) बहुत कम (iii) शून्य (iv) अनन्त</p>,Multiple Choice Question,1,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Electromagnetic Waves,8,<p>Q. अवरक्त किरणें निम्नलिखित क्षेत्रों के मध्य स्थित है : (i) गामा किरणें एवं पराबैंगनी क्षेत्र के बीच (ii) सूक्ष्म तरंगों एवं दृश्य प्रकाश के बीच (iii) दृश्य प्रकाश एवं पराबैंगनी क्षेत्र के बीच (iv) पराबैंगनी एवं X-किरणों के बीच</p>,Multiple Choice Question,1,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,"Semiconductor Electronics: Materials, Devices and Simple Circuits",14,<p>Q. P-प्रकार का अर्द्धचालक होता है : (i) धनावेशित (ii) ऋण आवेशित (iii) 0 K पर अनावेशित लेकिन उच्च ताप पर ऋण आवेशित (iv) अनावेशित</p>,Multiple Choice Question,1,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Electromagnetic Waves,8,<p>Q. गामा किरणों के दो उपयोग लिखिए।</p>,Very Short Answer,2,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Wave Optics,10,<p>Q. पोलेरॉइड क्या है ? कोई दो उपयोग लिखिए।</p>,Very Short Answer,2,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Ray Optics and Optical Instruments,9,<p>Q. परावर्तन किसे कहते है ? परावर्तन के नियम लिखिए।</p>,Short Answer,3,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Ray Optics and Optical Instruments,9,<p>Q. अवतल दर्पण के द्वारा प्रतिबिम्ब निर्माण का किरण पथ बनाइए यदि वस्तु ध्रुव और फोकस बिन्दु के बीच स्थित हो तथा निष्कर्ष लिखिये।</p>,Short Answer,3,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Dual Nature of Radiation and Matter,11,<p>Q. प्रकाश-विद्युत उत्सर्जन सम्बन्धी आइन्त्रीन \( \frac{1}{2}mu^2 = h\nu - h\nu_0 \) की स्थापना कीजिए।</p>,Short Answer,3,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Dual Nature of Radiation and Matter,11,"<p>Q. एक धातु का कार्यफलन \(0.1 \, \text{eV}\) है। प्रकाश-विद्युत उत्सर्जन के लिए देहली आवृत्ति ज्ञात कीजिए।</p>",Numerical Answer,3,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Current Electricity,3,<p>Q. धारा विद्युत के अन्तर्गत किरचौफ के नियमों को सचित्र समझाइए।</p>,Long Answer,5,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Current Electricity,3,"<p>Q. 2, 3 और 6Ω के प्रतिरोधों को किस प्रकार जोड़ें कि तुल्य प्रतिरोध 4Ω हो जाये ? एक चित्र भी बनाइए।</p>",Short Answer,3,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Current Electricity,3,"<p>Q. सेल के विद्युतवाहक बल, टर्मिनल विभवान्तर तथा आन्तरिक प्रतिरोध में सम्बन्ध स्थापित कीजिए।</p>",Short Answer,3,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Current Electricity,3,<p>Q. विभवमापी के तार की लम्बाई 280 सेमी पर एक लेक्लांशी सेल सन्तुलित होता है। जब इस सेल के श्रेणीक्रम में एक डेनियल सेल जोड़ दिया जाता है तो सन्तुलन बिंदु 480 सेमी की दूरी पर आता है। दोनों सेलों के विद्युतवाहक बलों की तुलना कीजिए।</p>,Numerical Answer,3,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Ray Optics and Optical Instruments,9,"<p>Q. जब दो पतले लेंस जिनकी फोकस दूरियाँ \( f_1 \) व \( f_2 \) है, परस्पर सम्पर्क में रखे हो, तब सिद्ध कीजिए इनके संयोग की फोकस दूरी \( f \) के लिए \( \frac{1}{f} = \frac{1}{f_1} + \frac{1}{f_2} \)</p>",Long Answer,5,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Ray Optics and Optical Instruments,9,<p>Q. शुद्ध वर्णक्रम (स्पेक्ट्रम) प्राप्त करने के लिए आवश्यक शर्ते लिखिए। (कोई तीन)</p>,Short Answer,3,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Ray Optics and Optical Instruments,9,<p>Q. अपवर्तन कोण 60° वाले प्रिज़्म से न्यूनतम विचलन कोण 30° है। गणना कीजिए : (i) आपतन कोण (ii) अपवर्तन कोण (iii) प्रिज़्म के पदार्थ का अपवर्तनांक</p>,Long Answer,5,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Moving Charges and Magnetism,4,<p>Q. किसी धारावाही वृत्तीय कुण्डली के अक्ष पर स्थित किसी बिन्दु पर चुम्बकीय क्षेत्र की तीव्रता का व्यंजक प्राप्त कीजिए।</p>,Short Answer,3,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Magnetism and Matter,5,"<p>Q. अनुचुम्बकीय, प्रतिचुम्बकीय तथा लोहचुम्बकीय पदार्थों में कोई चार अन्तर लिखिए।</p>",Long Answer,5,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Electromagnetic Induction,6,<p>Q. एक परिनालिक के स्वप्रेरकत्व के लिए व्यंजक व्युत्पन्न कीजिए। इसके मान को कौन-कौन से कारक प्रभावित करते हैं ?</p>,Short Answer,3,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Alternating Current,7,"<p>Q. चोक कुण्डली का सिद्धान्त क्या है ?</p>
<p>Q. चोक कुण्डली में बहने वाली धारा को वाटहीन धारा क्यों कहते है ?</p>
<p>Q. धारा नियंत्रण में इसका उपयोग लिखिए।</p>",Long Answer,5,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Electromagnetic Waves,8,<p>Q. पृथ्वी तल पर दूरी \( d \) तक टेलीविजन सिग्नल प्रसारित करने के लिए प्रेषित्र ऐण्टिना कीं आवश्यक ऊँचाई का व्यंजक निगमित कीजिए।</p>,Short Answer,3,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Wave Optics,10,<p>Q. व्यतिकरण व विवर्तन में चार अन्तर लिखिए।</p>,Long Answer,5,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Ray Optics and Optical Instruments,9,"<p>Q. संयुक्त सूक्ष्मदर्शी का नामांकित रेखाचित्र बनाइए तथा आवर्धन क्षमता का व्यंजक निगमित कीजिए, जबकि अंतिम प्रतिबिम्ब स्पष्ट दृष्टि की न्यूनतम दूरी \( D \) पर बने। इस स्थिति में सूक्ष्मदर्शी नली की लम्बाई क्या होगी ?</p>",Short Answer,3,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,Ray Optics and Optical Instruments,9,"<p>Q. गैलीलियो दूरदर्शी का नामांकित रेखाचित्र बनाइए तथा आवर्धन क्षमता का व्यंजक निगमित कीजिए, जबकि अंतिम प्रतिबिम्ब स्पष्ट दृष्टि की न्यूनतम दूरी \( D \) पर बने। इस स्थिति में दूरदर्शी नली की लम्बाई क्या होगी?</p>",Long Answer,5,2018,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Physics,"Semiconductor Electronics: Materials, Devices and Simple Circuits",14,<p>Q. अर्धचालक लेसर का सिद्धान्त क्या है ? इसके गुण एवं दोष लिखिए। (कोई दो-दो)।</p>,Long Answer,5,2018,,,,,,,,,,,,,,,,
